WN;Ca14-1;Ca2-1;Ca2-2;Ca16-1;Ca18-1;Ca29-1;Ca28-1;Ca30-1;Ca27-1;Ca26-1;Ca15-1;Ca13-1;Ca21-1;Ca22-1;Ca19-1;Ca19-2;Ca3-1;Ca23-1;Ca10-1;Ca25-1;Ca12-1;Ca7-1;Ca11-1;Ca4-1;Ca6-1;Ca17-1;Ca1-1;Ca20-1;F21-1;F19-1;F25-1;Ca8-1;F26-1;F30-1;F27-1;F29-1;Ce6-1;Ce17-1;Ce20-1;Ce9-1;Ce8-1;Ce21-1;Ce19-1;Ce23-1;F28-1;Ce18-1;Ce15-1;Ce16-1;Ce12-1;R1-1;R7-1;R5-1;R3-1;R8-1;R4-1;R6-1;R27-1;R17-1;R15-1;R9-1;R14-1;R16-1;R2-1;R22-1;R21-1;R12-1;R11-1;R28-1;R13-1;R10-1;R30_1;R29-1;R20-1;R19-1;R23-1;R18-1;R26-1;R24-1
 1.031000e+03; 2.674160e+00; 2.737073e+00; 2.833270e+00; 2.900635e+00; 3.427366e+00; 2.937881e+00; 2.889893e+00; 2.840623e+00; 2.877013e+00; 2.802979e+00; 2.808191e+00; 3.045040e+00; 3.263585e+00; 2.569542e+00; 2.603803e+00; 2.526582e+00; 3.161143e+00; 2.215129e+00; 2.534078e+00; 2.847523e+00; 2.671669e+00; 2.497513e+00; 2.487601e+00; 2.502181e+00; 2.667046e+00; 2.949688e+00; 2.175359e+00; 2.377548e+00; 2.296029e+00; 2.903536e+00; 2.720129e+00; 2.791882e+00; 2.638078e+00; 2.748175e+00; 3.223875e+00; 3.242228e+00; 3.176809e+00; 3.631694e+00; 3.548662e+00; 1.440266e+00; 3.838243e+00; 3.416988e+00; 3.545556e+00; 3.615076e+00; 3.062556e+00; 3.376151e+00; 3.532064e+00; 3.250578e+00; 3.039459e+00; 3.089273e+00; 3.384116e+00; 2.510218e+00; 2.958060e+00; 2.757911e+00; 2.905961e+00; 3.016236e+00; 3.253890e+00; 2.757995e+00; 2.890563e+00; 2.857732e+00; 2.915276e+00; 2.868252e+00; 2.860899e+00; 2.891319e+00; 3.092193e+00; 2.952792e+00; 2.820812e+00; 1.799528e+00; 2.387871e+00; 1.955456e+00; 2.576449e+00; 2.834792e+00; 2.410513e+00; 3.040996e+00; 2.410691e+00; 3.213869e+00; 3.174178e+00; 2.606804e+00
 1.053000e+03; 2.135510e+00; 2.164734e+00; 2.285613e+00; 2.297874e+00; 2.706213e+00; 2.404678e+00; 2.326203e+00; 2.315921e+00; 2.299352e+00; 2.249795e+00; 2.249539e+00; 2.433441e+00; 2.590383e+00; 2.035350e+00; 2.029565e+00; 2.042634e+00; 2.530261e+00; 1.815907e+00; 2.032399e+00; 2.260179e+00; 2.132068e+00; 2.022415e+00; 1.983138e+00; 1.982660e+00; 2.126460e+00; 2.377873e+00; 1.756608e+00; 1.927890e+00; 1.927805e+00; 2.383327e+00; 2.261960e+00; 2.222100e+00; 2.179484e+00; 2.255873e+00; 2.715268e+00; 2.728358e+00; 2.697215e+00; 3.083892e+00; 3.173295e+00; 2.373942e+00; 3.289918e+00; 2.935596e+00; 3.021082e+00; 3.097229e+00; 2.539908e+00; 2.881345e+00; 3.006302e+00; 2.747138e+00; 2.477619e+00; 2.473788e+00; 2.772743e+00; 2.062220e+00; 2.457239e+00; 2.245529e+00; 2.361052e+00; 2.513539e+00; 2.720711e+00; 2.363446e+00; 2.337468e+00; 2.369147e+00; 2.365298e+00; 2.398148e+00; 2.417494e+00; 2.368139e+00; 2.532707e+00; 2.374587e+00; 2.313613e+00; 1.437157e+00; 1.915828e+00; 1.372632e+00; 2.095769e+00; 2.317265e+00; 1.819600e+00; 2.463493e+00; 1.899658e+00; 2.587694e+00; 2.722569e+00; 2.196112e+00
 1.109000e+03; 1.048130e+00; 1.199852e+00; 1.237210e+00; 1.122452e+00; 1.318911e+00; 1.342093e+00; 1.308489e+00; 1.202405e+00; 1.143051e+00; 1.180310e+00; 1.168582e+00; 1.281720e+00; 1.311891e+00; 1.018600e+00; 1.080787e+00; 1.109093e+00; 1.300054e+00; 1.039042e+00; 1.031600e+00; 1.200533e+00; 1.052593e+00; 1.060096e+00; 9.983179e-01; 9.857218e-01; 1.097620e+00; 1.217595e+00; 9.636164e-01; 9.561010e-01; 1.014779e+00; 1.267956e+00; 1.236740e+00; 1.168348e+00; 1.229882e+00; 1.204415e+00; 1.489559e+00; 1.489021e+00; 1.336172e+00; 1.478470e+00; 1.613994e+00; 6.942314e-01; 1.612967e+00; 1.374487e+00; 1.442216e+00; 1.616260e+00; 1.387431e+00; 1.434192e+00; 1.537595e+00; 1.529758e+00; 1.219940e+00; 1.313885e+00; 1.498608e+00; 1.095641e+00; 1.358000e+00; 1.178427e+00; 1.212545e+00; 1.314499e+00; 1.385333e+00; 1.174662e+00; 1.294506e+00; 1.295405e+00; 1.290258e+00; 1.262408e+00; 1.418012e+00; 1.248376e+00; 1.335825e+00; 1.261642e+00; 1.211805e+00; 7.482055e-01; 1.039534e+00; 8.041000e-01; 1.122733e+00; 1.197907e+00; 1.241153e+00; 1.330398e+00; 1.050476e+00; 1.489131e+00; 1.409964e+00; 1.166058e+00
 1.124000e+03; 7.296489e-01; 9.736922e-01; 9.564204e-01; 7.865827e-01; 9.454068e-01; 1.064353e+00; 9.716796e-01; 8.816200e-01; 8.303863e-01; 8.602259e-01; 8.766819e-01; 9.762705e-01; 9.764130e-01; 7.186186e-01; 7.660684e-01; 8.581897e-01; 9.820829e-01; 7.841210e-01; 7.491288e-01; 9.278593e-01; 7.580591e-01; 7.488625e-01; 6.994494e-01; 6.871558e-01; 7.933591e-01; 9.157110e-01; 7.458558e-01; 6.291090e-01; 8.213070e-01; 1.027250e+00; 1.038015e+00; 8.904417e-01; 1.021188e+00; 9.449137e-01; 1.189273e+00; 1.169545e+00; 9.756932e-01; 1.068102e+00; 1.125465e+00; 4.832971e-01; 1.165265e+00; 9.573393e-01; 1.009260e+00; 1.196386e+00; 1.160969e+00; 1.049429e+00; 1.096220e+00; 1.135324e+00; 8.656059e-01; 1.022721e+00; 1.188436e+00; 8.630101e-01; 1.053667e+00; 9.037933e-01; 9.208110e-01; 1.034660e+00; 1.071476e+00; 8.586254e-01; 1.034491e+00; 1.023035e+00; 1.004700e+00; 1.003062e+00; 1.116946e+00; 1.005458e+00; 1.041682e+00; 9.818867e-01; 9.503771e-01; 5.695867e-01; 7.914989e-01; 6.976989e-01; 8.880490e-01; 8.863291e-01; 1.078981e+00; 1.035005e+00; 8.484305e-01; 1.233730e+00; 1.105828e+00; 8.893683e-01
 1.159000e+03; 5.520647e-01; 7.380967e-01; 7.301353e-01; 5.700158e-01; 5.866446e-01; 7.314155e-01; 7.168966e-01; 6.278935e-01; 6.017506e-01; 5.640490e-01; 6.044264e-01; 6.838925e-01; 6.293414e-01; 5.367060e-01; 6.275053e-01; 6.499156e-01; 6.725179e-01; 6.460516e-01; 5.234874e-01; 7.026681e-01; 5.317335e-01; 5.758366e-01; 4.855968e-01; 5.050515e-01; 5.951955e-01; 6.278249e-01; 6.017328e-01; 5.366987e-01; 4.318384e-01; 5.112041e-01; 5.353803e-01; 6.092523e-01; 5.602852e-01; 4.872236e-01; 5.630544e-01; 5.844671e-01; 5.710337e-01; 6.169119e-01; 7.103019e-01; 2.626572e-01; 6.364787e-01; 5.623573e-01; 5.673802e-01; 7.042899e-01; 5.845129e-01; 6.198472e-01; 6.345540e-01; 7.061141e-01; 5.848969e-01; 6.443599e-01; 6.988104e-01; 5.364344e-01; 6.839709e-01; 5.049501e-01; 5.504388e-01; 5.905658e-01; 5.780551e-01; 5.281966e-01; 6.278462e-01; 6.474872e-01; 6.038432e-01; 5.962778e-01; 7.096660e-01; 5.984503e-01; 6.517054e-01; 6.107982e-01; 4.934562e-01; 3.154328e-01; 5.052776e-01; 4.459887e-01; 5.054077e-01; 5.862501e-01; 8.155274e-01; 6.166242e-01; 4.895069e-01; 6.912613e-01; 6.682291e-01; 5.100550e-01
 1.230000e+03; 3.090409e-01; 6.723681e-01; 5.645251e-01; 3.520356e-01; 3.583242e-01; 6.738690e-01; 4.903646e-01; 4.774546e-01; 3.536812e-01; 4.165593e-01; 4.553750e-01; 5.449531e-01; 4.626891e-01; 3.306240e-01; 4.310315e-01; 5.139639e-01; 5.508472e-01; 4.360895e-01; 3.777333e-01; 5.351672e-01; 3.733434e-01; 2.869204e-01; 3.275941e-01; 3.176817e-01; 3.509845e-01; 4.560914e-01; 4.089383e-01; 2.200793e-01; 3.930047e-01; 5.102638e-01; 5.365672e-01; 4.826592e-01; 5.839964e-01; 4.402150e-01; 6.450571e-01; 6.529830e-01; 5.881606e-01; 6.124055e-01; 7.843098e-01; 7.356419e-01; 8.362600e-01; 4.895532e-01; 6.327251e-01; 7.493604e-01; 6.868158e-01; 6.835914e-01; 7.622638e-01; 8.022349e-01; 5.538190e-01; 5.498031e-01; 6.500989e-01; 4.520561e-01; 6.801240e-01; 4.244663e-01; 5.217300e-01; 5.460246e-01; 6.039675e-01; 3.918662e-01; 5.285659e-01; 5.649767e-01; 5.081646e-01; 6.017866e-01; 6.286378e-01; 5.577834e-01; 5.721098e-01; 5.274471e-01; 4.464896e-01; 2.024127e-01; 3.816697e-01; 3.205306e-01; 4.145216e-01; 3.672851e-01; 6.811636e-01; 5.035234e-01; 4.088204e-01; 5.825081e-01; 6.352812e-01; 4.462072e-01
 1.316000e+03; 2.855274e-01; 4.837755e-01; 4.282636e-01; 3.185498e-01; 2.691626e-01; 4.629031e-01; 3.881373e-01; 4.319519e-01; 3.117376e-01; 2.960462e-01; 3.494661e-01; 3.797264e-01; 3.355190e-01; 2.910534e-01; 3.414867e-01; 3.632441e-01; 4.293278e-01; 4.013275e-01; 2.651165e-01; 4.068889e-01; 2.625732e-01; 2.737988e-01; 2.024330e-01; 2.798272e-01; 3.467193e-01; 3.743284e-01; 3.074344e-01; 2.869487e-01; 1.189052e-01; 1.632187e-01; 1.765969e-01; 3.677823e-01; 1.687397e-01; 1.504829e-01; 2.192755e-01; 2.826074e-01; 1.229264e-01; 1.718774e-01; 2.426336e-01; 2.781861e-01; 2.181470e-01; 1.542911e-01; 1.540844e-01; 2.850420e-01; 1.994523e-01; 1.721970e-01; 2.512054e-01; 2.866056e-01; 1.487752e-01; 3.390546e-01; 3.753775e-01; 2.487705e-01; 3.796049e-01; 2.150481e-01; 2.141568e-01; 2.832874e-01; 2.246569e-01; 2.347413e-01; 3.300938e-01; 3.552085e-01; 3.171358e-01; 2.402489e-01; 4.204267e-01; 2.731827e-01; 3.392891e-01; 3.470750e-01; 1.463248e-01; 6.561130e-02; 2.560724e-01; 3.630116e-01; 2.247457e-01; 3.215474e-01; 5.875525e-01; 3.371529e-01; 2.271112e-01; 3.980948e-01; 3.557594e-01; 2.227401e-01
 1.329000e+03; 2.374895e-01; 4.503596e-01; 3.809973e-01; 2.738614e-01; 2.394242e-01; 4.235293e-01; 3.570720e-01; 3.724358e-01; 2.664514e-01; 2.650851e-01; 3.196388e-01; 3.441202e-01; 3.057120e-01; 2.439584e-01; 2.795968e-01; 3.288372e-01; 3.932823e-01; 3.656901e-01; 2.406995e-01; 3.505328e-01; 2.344713e-01; 2.276150e-01; 1.653907e-01; 2.296496e-01; 3.036464e-01; 3.442278e-01; 2.778028e-01; 2.179778e-01; 1.154223e-01; 1.768301e-01; 1.988753e-01; 3.456051e-01; 1.928061e-01; 1.453285e-01; 2.215714e-01; 2.575037e-01; 1.037247e-01; 1.389037e-01; 1.959053e-01; 9.895661e-02; 1.937919e-01; 1.172752e-01; 1.162047e-01; 2.456022e-01; 2.262597e-01; 1.460685e-01; 2.079707e-01; 2.489434e-01; 1.141322e-01; 3.230064e-01; 3.555289e-01; 2.339452e-01; 3.451491e-01; 2.135705e-01; 1.969467e-01; 2.770547e-01; 2.128075e-01; 2.175698e-01; 3.013478e-01; 3.249663e-01; 2.925491e-01; 2.290456e-01; 4.016984e-01; 2.509515e-01; 3.237771e-01; 3.308590e-01; 1.499376e-01; 3.679117e-02; 2.210846e-01; 2.359655e-01; 2.213156e-01; 2.854297e-01; 5.460807e-01; 3.204286e-01; 2.193824e-01; 4.235311e-01; 3.385999e-01; 2.105762e-01
 1.375000e+03; 1.344503e-02; 1.488902e-01; 1.024226e-01; 3.239405e-02; 5.304024e-02; 1.645278e-01; 1.821555e-01; 1.338974e-01; 3.633998e-02; 7.465923e-02; 7.447976e-02; 8.386284e-02; 1.063827e-01; 3.451847e-02; 9.114828e-02; 1.124981e-01; 1.496215e-01; 1.756581e-01; 5.793501e-02; 1.048832e-01; 2.600583e-02; 2.107902e-02;-1.586174e-03; 9.602302e-03; 3.920378e-02; 9.338262e-02; 5.499850e-02;-1.272444e-02; 4.898713e-02; 8.477427e-02; 1.393444e-01; 8.128200e-02; 1.134135e-01; 6.226437e-02; 1.340239e-01; 1.622687e-01; 1.313881e-01; 1.400248e-01; 2.883991e-01; 6.495858e-01; 2.587885e-01; 1.013488e-01; 1.505301e-01; 2.528845e-01; 1.755913e-01; 1.788557e-01; 2.898601e-01; 3.220787e-01; 1.567499e-01; 1.158167e-01; 1.345806e-01; 8.588282e-02; 2.004608e-01; 5.419006e-02; 7.751683e-02; 1.589876e-01; 1.593767e-01; 8.362153e-02; 1.366790e-01; 1.286602e-01; 1.078003e-01; 1.382434e-01; 2.657970e-01; 1.423708e-01; 1.390600e-01; 1.049351e-01; 6.011896e-02;-4.081595e-02; 1.010652e-01; 4.332840e-01; 7.141185e-02; 7.977395e-02; 3.022841e-01; 1.256797e-01; 6.124338e-02; 1.485335e-01; 2.141347e-01; 1.220036e-01
 1.422000e+03;-8.855907e-02; 2.509735e-02;-4.806764e-03;-7.610749e-02; 3.967176e-03; 9.506448e-02; 1.004129e-01; 4.355164e-02;-4.616019e-02; 2.244778e-02;-6.724820e-03;-4.753433e-03; 4.642764e-02;-6.823232e-02; 3.048522e-03; 3.326281e-02; 5.286666e-02; 7.760362e-02;-4.657305e-02; 1.851716e-02;-8.239287e-02;-5.365551e-02;-8.669760e-02;-6.781026e-02;-5.370469e-02;-2.416945e-03; 2.410600e-02;-1.009587e-01; 6.326678e-02; 1.034227e-01; 1.422662e-01;-2.344084e-05; 1.188307e-01; 8.788202e-02; 1.658200e-01; 1.986549e-01; 2.781288e-02; 4.521452e-02; 1.034756e-01; 3.590658e-01; 1.163571e-01; 1.823542e-02; 2.513451e-02; 1.986048e-01; 2.013602e-01; 9.902939e-02; 1.314500e-01; 2.173509e-01; 6.339914e-02; 7.798594e-02; 1.163843e-01; 3.572836e-02; 1.389775e-01; 4.999440e-02; 2.482046e-02; 1.435071e-01; 1.274745e-01; 2.004699e-02; 1.179290e-01; 6.229790e-02; 1.036136e-01; 1.103899e-01; 2.250307e-01; 7.188145e-02; 9.874751e-02; 6.842028e-02; 1.465769e-02;-6.629257e-02; 6.003152e-02; 3.256918e-01; 8.033990e-02; 3.482932e-02; 3.285336e-01; 1.331356e-01; 8.201797e-02; 2.131624e-01; 1.778020e-01; 1.073574e-01
 1.461000e+03;-1.545960e-01; 9.942593e-03;-3.522334e-02;-1.348602e-01;-6.760050e-02; 4.210364e-02; 6.692612e-02;-6.114581e-04;-1.036436e-01;-7.775116e-02;-7.260299e-02;-6.376640e-02;-6.622645e-03;-1.085076e-01;-3.654413e-02; 3.624788e-02; 2.174708e-02; 9.485585e-02;-9.819287e-02;-1.034916e-02;-1.345670e-01;-1.157162e-01;-1.544812e-01;-1.395148e-01;-1.040734e-01;-5.774441e-02;-2.040443e-02;-1.797633e-01;-3.016042e-02;-1.623641e-02; 2.128692e-02;-6.246705e-02; 1.190832e-02;-2.064508e-02; 5.414386e-02; 7.703405e-02;-9.118068e-02;-6.823687e-02;-5.885397e-02; 2.510105e-01;-6.684567e-03;-1.054256e-01;-1.046605e-01; 1.168973e-01; 1.163493e-01; 3.213108e-02; 5.563050e-02; 1.521758e-01;-7.974324e-03; 9.683716e-03; 4.263726e-02;-2.517347e-02; 6.273675e-02;-4.212773e-02;-6.100151e-02; 5.533688e-02; 1.071679e-02;-9.901258e-02; 4.431897e-02; 1.701351e-02; 2.870436e-02; 3.599028e-02; 1.211370e-01; 2.762229e-02; 2.542222e-02; 1.640044e-02;-8.007838e-02;-1.132901e-01;-2.948577e-02; 2.439059e-01;-2.712890e-03;-6.786924e-02; 2.529016e-01; 2.898195e-02; 9.169864e-03; 1.208909e-01; 5.689302e-02;-2.162902e-02
 1.506000e+03;-3.461351e-01;-2.175530e-01;-2.308546e-01;-3.828887e-01;-3.402405e-01;-2.058018e-01;-2.959744e-01;-3.091349e-01;-3.102852e-01;-2.518909e-01;-2.483275e-01;-2.675766e-01;-2.742609e-01;-3.607933e-01;-2.728551e-01;-2.741995e-01;-2.851111e-01;-2.797492e-01;-3.195534e-01;-2.707391e-01;-3.329167e-01;-3.111625e-01;-3.602189e-01;-3.546283e-01;-3.611641e-01;-3.256674e-01;-2.264385e-01;-3.815301e-01;-1.974238e-01;-2.071314e-01;-1.633776e-01;-2.940878e-01;-1.522939e-01;-2.264368e-01;-1.261928e-01;-1.388218e-01;-3.212349e-01;-3.196061e-01;-1.719519e-01; 7.990516e-01;-2.207910e-01;-3.228625e-01;-3.331811e-01;-1.710681e-01;-1.201114e-01;-2.723770e-01;-2.331410e-01;-1.322064e-01;-2.740709e-01;-2.551049e-01;-1.788968e-01;-1.884422e-01;-1.648910e-01;-2.477699e-01;-2.554146e-01;-1.232332e-01;-1.834743e-01;-2.767583e-01;-1.188120e-01;-1.130882e-01;-1.137258e-01;-1.220316e-01;-2.044289e-01; 4.782019e-02;-1.783163e-01;-1.969543e-01;-8.840793e-02;-2.185871e-01; 3.686234e-02; 1.932826e+00;-1.961135e-01;-1.870147e-01; 6.126034e-01;-1.340392e-01;-1.738167e-03; 7.897293e-02;-5.878890e-02;-1.559774e-01
 1.558000e+03;-5.287591e-01;-4.633387e-01;-4.763231e-01;-5.716234e-01;-5.705693e-01;-4.916092e-01;-5.290292e-01;-5.086210e-01;-5.380852e-01;-5.232685e-01;-5.122424e-01;-5.359669e-01;-5.336731e-01;-5.308078e-01;-4.231115e-01;-4.838876e-01;-5.190712e-01;-4.267794e-01;-5.224766e-01;-4.987682e-01;-5.598299e-01;-5.039225e-01;-5.497267e-01;-5.218209e-01;-5.843577e-01;-5.745240e-01;-4.518908e-01;-5.114702e-01;-4.496685e-01;-5.274238e-01;-4.125036e-01;-5.209126e-01;-4.677327e-01;-5.043652e-01;-5.607247e-01;-4.502717e-01;-5.272056e-01;-5.189209e-01;-4.365318e-01; 6.353510e-01;-4.680163e-01;-5.130209e-01;-5.222811e-01;-3.706695e-01;-5.000279e-01;-4.624025e-01;-4.038006e-01;-2.987262e-01;-4.100159e-01;-5.407226e-01;-5.598675e-01;-4.392526e-01;-4.749609e-01;-5.377996e-01;-4.865069e-01;-3.741131e-01;-4.351327e-01;-4.825194e-01;-3.303557e-01;-3.738922e-01;-3.315168e-01;-3.556291e-01;-5.050909e-01;-2.384072e-01;-4.815845e-01;-4.612967e-01;-4.423636e-01;-3.504439e-01;-8.167493e-02; 2.396941e+00;-4.146927e-01;-3.688793e-01; 4.868695e-01;-4.083258e-01;-2.092100e-01;-2.422254e-01;-3.553631e-01;-3.739833e-01
 1.592000e+03;-1.814948e-01; 4.841013e-02;-2.675891e-02;-1.708413e-01;-1.407214e-01;-1.371613e-02;-4.188949e-02;-5.328569e-02;-1.329454e-01;-1.232783e-01;-1.006520e-01;-6.274977e-02;-6.474496e-02;-1.395381e-01;-1.593639e-02; 3.726324e-03;-1.384457e-02; 3.032737e-02;-1.248522e-01;-1.003148e-02;-1.529517e-01;-1.494673e-01;-1.708066e-01;-1.545150e-01;-1.117058e-01;-9.283583e-02;-7.311082e-02;-1.622781e-01;-1.109623e-01;-5.205579e-02; 7.889242e-04;-6.575016e-02;-2.876481e-02;-8.649328e-02; 1.195124e-02; 5.677673e-02;-1.246616e-01;-3.491149e-02;-4.787795e-02; 2.244820e-01; 7.541194e-03;-1.008848e-01;-1.275026e-01; 1.583392e-01; 2.906824e-02;-4.277496e-03; 8.630891e-02; 2.103856e-01; 5.653011e-03;-6.021661e-02;-2.692677e-02;-7.746216e-02;-1.061881e-02;-1.217176e-01;-1.209576e-01;-2.834886e-02;-5.256676e-02;-1.563091e-01;-4.862818e-03;-7.077436e-02;-3.077154e-02;-8.062281e-02; 4.769697e-02;-6.245495e-02;-6.065428e-02;-3.380741e-02;-1.019560e-01;-1.791714e-01;-8.518541e-02; 1.553706e-01;-7.223980e-02;-1.375360e-01; 1.471845e-01;-4.117265e-02;-7.727217e-02; 4.211623e-02;-6.802203e-02;-5.916316e-02
 1.651000e+03;-3.462423e-01;-2.336948e-01;-2.698147e-01;-3.557546e-01;-3.062041e-01;-2.962683e-01;-2.593680e-01;-2.915974e-01;-3.408494e-01;-2.771910e-01;-3.051876e-01;-3.158907e-01;-2.425359e-01;-3.020697e-01;-2.508913e-01;-2.093658e-01;-2.063287e-01;-1.329251e-01;-2.999156e-01;-2.820908e-01;-3.198417e-01;-2.979376e-01;-3.405521e-01;-3.464203e-01;-3.510062e-01;-3.101492e-01;-2.722099e-01;-3.604078e-01;-2.944209e-01;-2.680467e-01;-1.936453e-01;-2.988515e-01;-1.867506e-01;-2.468742e-01;-1.415710e-01;-1.145899e-01;-2.572428e-01;-2.338966e-01;-1.431960e-01; 1.004810e+00;-1.381425e-01;-2.460053e-01;-2.386311e-01; 7.987483e-03;-1.721322e-01;-1.633070e-01;-9.933643e-03; 9.227445e-02;-1.426293e-01;-3.241323e-01;-2.666988e-01;-2.190075e-01;-1.597177e-01;-3.082239e-01;-2.920177e-01;-2.114542e-01;-2.001850e-01;-2.820685e-01;-2.204583e-01;-2.328880e-01;-2.325545e-01;-2.053443e-01;-1.494145e-01;-1.677823e-01;-2.808875e-01;-2.747547e-01;-2.379384e-01;-3.080143e-01;-8.538044e-02; 1.290449e+00;-2.068904e-01;-2.339247e-01; 3.442354e-01;-1.997431e-01;-1.451870e-01;-7.533205e-02;-1.964932e-01;-2.056754e-01
 1.718000e+03;-2.759929e-01;-1.068536e-01;-1.930415e-01;-2.688905e-01;-3.191786e-01;-1.221288e-01;-2.237652e-01;-2.039925e-01;-2.527307e-01;-2.709640e-01;-2.231786e-01;-1.628878e-01;-2.731811e-01;-2.666655e-01;-1.939143e-01;-1.532779e-01;-2.235949e-01;-1.786563e-01;-2.395981e-01;-1.670702e-01;-2.582024e-01;-3.011060e-01;-2.584480e-01;-2.631669e-01;-2.350600e-01;-2.289125e-01;-1.932764e-01;-2.905478e-01;-3.120093e-01;-3.512148e-01;-3.026636e-01;-2.227604e-01;-3.602775e-01;-3.537519e-01;-3.499782e-01;-3.121373e-01;-2.300268e-01;-2.790265e-01;-2.344061e-01;-7.040174e-01;-1.971062e-01;-3.493504e-01;-2.092769e-01;-2.746476e-01;-3.239684e-01;-2.374092e-01;-1.991099e-01;-1.804160e-01;-2.482235e-01;-2.230622e-01;-2.505314e-01;-2.866169e-01;-1.954669e-01;-2.953633e-01;-2.294979e-01;-1.876887e-01;-1.944556e-01;-2.652444e-01;-1.015998e-01;-1.460166e-01;-1.857619e-01;-1.581792e-01;-2.516936e-01;-9.044735e-02;-1.640911e-01;-1.838576e-01;-2.614217e-01;-2.688340e-01;-1.041810e-01; 7.493114e-01;-2.881917e-01;-1.741882e-01; 2.554186e-01;-1.754942e-01;-1.540121e-01;-8.221023e-02;-1.253060e-01;-2.832261e-01
 1.733000e+03;-2.551908e-01;-1.107439e-01;-1.488208e-01;-2.638825e-01;-2.754882e-01;-1.005028e-01;-1.329691e-01;-2.046520e-01;-2.459564e-01;-2.437043e-01;-2.261423e-01;-1.605641e-01;-2.358300e-01;-2.767810e-01;-1.499423e-01;-1.951737e-01;-2.128014e-01;-1.608376e-01;-2.425200e-01;-1.621144e-01;-2.674997e-01;-2.935981e-01;-2.699521e-01;-3.044064e-01;-2.621946e-01;-2.502403e-01;-2.422000e-01;-2.997349e-01;-2.793576e-01;-2.810312e-01;-2.533132e-01;-2.259792e-01;-2.163230e-01;-2.969498e-01;-2.136536e-01;-2.258257e-01;-1.459787e-01;-1.661027e-01;-4.543883e-02;-6.510567e-03;-2.984798e-02;-2.288848e-01;-1.110732e-01;-1.602823e-01;-2.440775e-01;-1.298189e-01;-1.738126e-03; 3.417460e-03;-1.604082e-01;-1.904152e-01;-1.578770e-01;-2.381393e-01;-9.083903e-02;-2.630567e-01;-1.762177e-01;-1.951123e-01;-1.659823e-01;-2.245239e-01;-1.246972e-01;-1.143523e-01;-1.867059e-01;-1.207318e-01;-1.746412e-01;-2.870140e-02;-1.367638e-01;-1.583981e-01;-1.181133e-01;-2.916264e-01;-5.909083e-02; 1.176901e+00;-2.773904e-01;-1.467594e-01; 3.925392e-01;-1.489510e-01;-1.107089e-01;-1.887901e-02;-7.114972e-02;-2.301024e-01
 1.746000e+03;-3.601666e-01;-2.814816e-01;-3.004686e-01;-3.839357e-01;-3.743708e-01;-2.628670e-01;-1.854135e-01;-3.050339e-01;-3.705068e-01;-3.930012e-01;-3.663028e-01;-3.260328e-01;-3.384355e-01;-3.657681e-01;-2.420435e-01;-2.873443e-01;-3.300168e-01;-1.708800e-01;-3.552048e-01;-2.854370e-01;-3.938004e-01;-3.692281e-01;-3.943016e-01;-4.138327e-01;-3.879900e-01;-3.886760e-01;-3.149550e-01;-3.917141e-01;-3.885447e-01;-4.205477e-01;-3.793598e-01;-3.808329e-01;-3.624976e-01;-3.971524e-01;-3.871892e-01;-3.796275e-01;-3.158242e-01;-3.401597e-01;-2.958975e-01; 8.860400e-02;-2.613331e-01;-3.758048e-01;-3.169505e-01;-3.086820e-01;-3.481434e-01;-2.657962e-01;-1.924044e-01;-1.310621e-01;-2.691923e-01;-3.211241e-01;-3.235673e-01;-3.285393e-01;-2.429557e-01;-3.804987e-01;-3.169190e-01;-3.464459e-01;-3.651649e-01;-3.720953e-01;-3.218680e-01;-2.825650e-01;-3.499055e-01;-2.855623e-01;-3.248107e-01;-2.457950e-01;-3.053605e-01;-3.046408e-01;-2.821954e-01;-3.598623e-01;-2.942151e-01; 1.891172e-01;-3.946715e-01;-3.280895e-01; 1.665622e-02;-3.452141e-01;-2.891292e-01;-2.715550e-01;-2.793772e-01;-3.857996e-01
 2.324000e+03;-5.845787e-01;-6.287056e-01;-5.867167e-01;-6.106058e-01;-6.391912e-01;-6.280449e-01;-6.789888e-01;-6.569373e-01;-6.121932e-01;-6.394270e-01;-6.197178e-01;-6.405346e-01;-6.750932e-01;-6.397978e-01;-6.309452e-01;-5.487212e-01;-6.779643e-01;-6.633667e-01;-6.269620e-01;-6.334424e-01;-5.900514e-01;-5.417719e-01;-5.811363e-01;-5.799854e-01;-6.246246e-01;-6.479626e-01;-4.501255e-01;-5.584027e-01;-5.242884e-01;-6.024207e-01;-6.220944e-01;-6.249101e-01;-5.843349e-01;-6.633802e-01;-7.634572e-01;-7.095654e-01;-7.136085e-01;-6.716770e-01;-5.229920e-01;-3.462054e-01;-6.818496e-01;-6.442499e-01;-6.387038e-01;-7.457479e-01;-7.054789e-01;-6.881746e-01;-7.689613e-01;-7.417176e-01;-6.482245e-01;-6.502130e-01;-6.854215e-01;-5.865527e-01;-6.653471e-01;-6.374374e-01;-5.973571e-01;-6.354822e-01;-6.347060e-01;-6.246812e-01;-6.389914e-01;-6.721118e-01;-6.402660e-01;-6.633169e-01;-7.768532e-01;-2.369161e-01;-6.485668e-01;-6.252463e-01;-6.570251e-01;-4.973229e-01;-5.514164e-01;-3.897369e-01;-5.998707e-01;-6.041016e-01;-3.479599e-01;-6.599004e-01;-5.380954e-01;-6.277932e-01;-6.649407e-01;-6.290764e-01
